code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,total_clicks_30,active_days_30,unique_resources_30,avg_clicks_per_active_day_30,assessments_submitted_30,avg_score_30,late_submissions_30,has_early_assessment,support_needed
BBB,2013J,488195,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-174.0,138,6,15,23.0,1,86.0,1,1,0
BBB,2013J,488427,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-138.0,16,3,4,5.333333333333333,1,51.0,0,1,0
BBB,2013J,489320,F,South Region,Lower Than A Level,70-80%,0-35,1,60,Y,Pass,-115.0,42,4,7,10.5,1,64.0,0,1,0
BBB,2013J,489889,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-115.0,33,5,10,6.6,1,60.0,0,1,0
BBB,2013J,490500,F,South West Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,-179.0,69,6,13,11.5,1,54.0,0,1,1
BBB,2013J,490677,F,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-184.0,192,17,20,11.294117647058824,1,81.0,0,1,0
BBB,2013J,490894,F,London Region,A Level or Equivalent,10-20,35-55,1,70,N,Fail,-36.0,106,6,21,17.666666666666668,1,75.0,0,1,1
BBB,2013J,491097,F,North Region,Lower Than A Level,0-10%,0-35,1,120,Y,Fail,-38.0,7,2,3,3.5,1,66.0,1,1,1
BBB,2013J,491279,F,Scotland,Lower Than A Level,30-40%,35-55,1,60,Y,Pass,-115.0,144,18,5,8.0,0,,0,0,0
BBB,2013J,491907,F,South East Region,Lower Than A Level,50-60%,0-35,1,60,N,Fail,-29.0,40,6,7,6.666666666666667,1,60.0,0,1,1
BBB,2013J,491966,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass,-108.0,0,0,0,0.0,0,,0,0,0
BBB,2013J,492153,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,120,Y,Pass,-61.0,348,20,22,17.4,1,61.0,0,1,0
BBB,2013J,492286,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-22.0,46,8,7,5.75,1,70.0,0,1,0
BBB,2013J,492478,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-29.0,168,6,15,28.0,1,75.0,0,1,1
BBB,2013J,492726,F,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-58.0,60,11,13,5.454545454545454,1,74.0,0,1,0
BBB,2013J,493453,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-145.0,54,3,8,18.0,1,56.0,0,1,0
BBB,2013J,493465,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-87.0,104,8,10,13.0,1,50.0,1,1,0
BBB,2013J,493999,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,-29.0,127,6,18,21.166666666666668,1,67.0,1,1,1
BBB,2013J,494214,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,-51.0,158,16,12,9.875,1,94.0,0,1,0
BBB,2013J,494471,F,Ireland,Lower Than A Level,80-90%,0-35,0,90,N,Fail,-22.0,428,20,17,21.4,1,65.0,0,1,1
BBB,2013J,494789,F,Wales,HE Qualification,80-90%,0-35,0,120,N,Distinction,-59.0,186,23,19,8.08695652173913,1,87.0,0,1,0
BBB,2013J,494896,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,-176.0,53,6,15,8.833333333333334,1,76.0,0,1,1
BBB,2013J,494960,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-196.0,228,19,14,12.0,1,79.0,0,1,0
BBB,2013J,495035,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Pass,-132.0,1,1,1,1.0,1,83.0,0,1,0
BBB,2013J,495449,F,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,-66.0,157,23,12,6.826086956521739,1,70.0,0,1,0
BBB,2013J,495509,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-166.0,1,1,1,1.0,1,77.0,0,1,0
BBB,2013J,495625,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Pass,11.0,25,9,6,2.7777777777777777,1,84.0,0,1,0
BBB,2013J,495875,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,1,60,N,Fail,-38.0,0,0,0,0.0,0,,0,0,1
BBB,2013J,495879,F,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-46.0,6,2,2,3.0,0,,0,0,0
BBB,2013J,495913,F,Wales,A Level or Equivalent,30-40%,0-35,2,60,N,Pass,-16.0,2,2,1,1.0,1,65.0,0,1,0
BBB,2013J,496091,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail,-42.0,200,9,20,22.22222222222222,1,78.0,0,1,1
BBB,2013J,496334,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-32.0,21,4,7,5.25,1,87.0,0,1,1
BBB,2013J,496442,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-85.0,64,5,8,12.8,1,77.0,0,1,0
BBB,2013J,496764,F,Yorkshire Region,No Formal quals,30-40%,0-35,0,120,N,Distinction,-96.0,299,25,10,11.96,1,85.0,0,1,0
BBB,2013J,497130,F,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-22.0,236,19,23,12.421052631578947,1,74.0,0,1,0
BBB,2013J,497632,F,Wales,A Level or Equivalent,90-100%,0-35,1,60,N,Pass,-198.0,41,2,7,20.5,0,,0,0,0
BBB,2013J,498543,M,Scotland,Lower Than A Level,50-60%,0-35,1,60,N,Pass,-82.0,0,0,0,0.0,0,,0,0,0
BBB,2013J,498635,M,South West Region,A Level or Equivalent,20-30%,35-55,1,60,N,Pass,-36.0,26,6,5,4.333333333333333,1,85.0,0,1,0
BBB,2013J,498755,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-109.0,114,9,19,12.666666666666666,1,65.0,0,1,0
BBB,2013J,498841,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-29.0,73,7,13,10.428571428571429,1,75.0,0,1,1
BBB,2013J,498892,M,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-28.0,6,2,4,3.0,1,72.0,0,1,1
BBB,2013J,499624,F,London Region,A Level or Equivalent,20-30%,0-35,2,60,N,Withdrawn,-92.0,81,10,7,8.1,1,68.0,0,1,1
BBB,2013J,499822,F,Wales,HE Qualification,10-20,0-35,0,240,N,Withdrawn,-107.0,50,4,13,12.5,1,63.0,1,1,1
BBB,2013J,500016,F,London Region,Lower Than A Level,40-50%,35-55,0,180,N,Pass,-71.0,53,4,19,13.25,1,80.0,0,1,0
BBB,2013J,500135,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,Y,Fail,-37.0,75,10,14,7.5,1,80.0,0,1,1
BBB,2013J,500279,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,N,Withdrawn,-120.0,24,1,10,24.0,0,,0,0,1
BBB,2013J,500552,F,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-81.0,73,5,16,14.6,1,88.0,0,1,0
BBB,2013J,500668,F,Scotland,HE Qualification,60-70%,0-35,0,120,N,Pass,-81.0,443,25,22,17.72,1,87.0,0,1,0
BBB,2013J,501053,F,South East Region,Lower Than A Level,20-30%,0-35,1,120,N,Fail,-53.0,11,1,3,11.0,0,,0,0,1
BBB,2013J,501208,F,South East Region,Lower Than A Level,60-70%,35-55,1,60,N,Pass,-46.0,1,1,1,1.0,0,,0,0,0
BBB,2013J,501637,F,South West Region,A Level or Equivalent,20-30%,0-35,1,120,Y,Pass,-67.0,271,14,13,19.357142857142858,1,75.0,0,1,0
BBB,2013J,501862,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-42.0,0,0,0,0.0,0,,0,0,1
BBB,2013J,501945,F,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,-158.0,120,12,15,10.0,1,83.0,0,1,1
BBB,2013J,502391,M,Scotland,HE Qualification,10-20,35-55,1,120,N,Fail,-52.0,0,0,0,0.0,0,,0,0,1
BBB,2013J,503322,F,South West Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-36.0,265,16,24,16.5625,1,71.0,0,1,0
BBB,2013J,503516,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,Y,Fail,-31.0,90,6,26,15.0,1,62.0,0,1,1
BBB,2013J,503804,F,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Pass,-28.0,453,22,24,20.59090909090909,1,50.0,0,1,0
BBB,2013J,503878,F,South West Region,Lower Than A Level,50-60%,0-35,1,180,Y,Fail,-28.0,32,2,6,16.0,0,,0,0,1
BBB,2013J,504013,F,Wales,A Level or Equivalent,10-20,0-35,1,60,N,Pass,-36.0,10,1,2,10.0,1,82.0,0,1,0
BBB,2013J,504022,F,North Region,A Level or Equivalent,0-10%,0-35,1,120,N,Pass,-30.0,0,0,0,0.0,1,73.0,0,1,0
BBB,2013J,504466,F,Scotland,Lower Than A Level,50-60%,35-55,1,60,N,Pass,-29.0,228,13,23,17.53846153846154,1,95.0,0,1,0
BBB,2013J,504635,F,Wales,HE Qualification,90-100%,0-35,0,60,N,Pass,-46.0,0,0,0,0.0,1,83.0,0,1,0
BBB,2013J,505413,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-58.0,0,0,0,0.0,1,70.0,0,1,0
BBB,2013J,505595,F,London Region,Lower Than A Level,10-20,0-35,2,60,Y,Withdrawn,-109.0,2,1,1,2.0,0,,0,0,1
BBB,2013J,506185,F,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-37.0,42,9,13,4.666666666666667,1,85.0,0,1,1
BBB,2013J,506248,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-99.0,184,9,14,20.444444444444443,1,77.0,0,1,1
BBB,2013J,506804,F,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-32.0,89,9,18,9.88888888888889,1,58.0,1,1,0
BBB,2013J,506980,F,Scotland,A Level or Equivalent,20-30%,0-35,1,120,N,Fail,-43.0,43,3,8,14.333333333333334,0,,0,0,1
BBB,2013J,507016,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,-25.0,48,11,9,4.363636363636363,1,62.0,0,1,0
BBB,2013J,507279,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Fail,-36.0,34,2,6,17.0,1,55.0,0,1,1
BBB,2013J,507387,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-31.0,53,7,14,7.571428571428571,1,73.0,0,1,1
BBB,2013J,507389,F,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-58.0,0,0,0,0.0,0,,0,0,1
BBB,2013J,507676,F,Yorkshire Region,No Formal quals,20-30%,0-35,2,120,N,Fail,-103.0,27,4,11,6.75,1,70.0,0,1,1
BBB,2013J,508028,F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-194.0,108,14,12,7.714285714285714,1,84.0,0,1,0
BBB,2013J,508047,F,South East Region,Lower Than A Level,40-50%,35-55,0,120,Y,Withdrawn,-122.0,57,7,14,8.142857142857142,1,71.0,0,1,1
BBB,2013J,508079,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-96.0,226,16,22,14.125,1,65.0,0,1,0
BBB,2013J,508422,M,Ireland,Lower Than A Level,40-50%,35-55,1,60,N,Fail,-8.0,8,2,3,4.0,1,70.0,0,1,1
BBB,2013J,508517,F,Yorkshire Region,No Formal quals,30-40%,0-35,2,60,N,Fail,-29.0,10,6,5,1.6666666666666667,1,74.0,0,1,1
BBB,2013J,508759,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,-130.0,429,26,19,16.5,1,81.0,0,1,1
BBB,2013J,509036,F,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,Fail,-44.0,128,9,25,14.222222222222221,1,68.0,0,1,1
BBB,2013J,509236,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,180,N,Fail,-94.0,8,1,3,8.0,0,,0,0,1
BBB,2013J,509258,F,North Western Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-15.0,68,3,7,22.666666666666668,1,87.0,0,1,1
BBB,2013J,509390,F,South Region,A Level or Equivalent,90-100%,0-35,1,120,Y,Fail,-114.0,1,1,1,1.0,0,,0,0,1
BBB,2013J,509607,F,North Region,Lower Than A Level,,0-35,1,60,N,Distinction,-25.0,740,28,26,26.428571428571427,1,88.0,0,1,0
BBB,2013J,509845,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-62.0,177,9,18,19.666666666666668,1,33.0,0,1,1
BBB,2013J,509913,F,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,-29.0,128,11,12,11.636363636363637,1,57.0,0,1,1
BBB,2013J,510149,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,180,N,Fail,-81.0,208,23,23,9.043478260869565,1,61.0,0,1,1
BBB,2013J,510438,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,-22.0,7,1,6,7.0,0,,0,0,1
BBB,2013J,510776,F,London Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,-4.0,4,1,2,4.0,0,,0,0,1
BBB,2013J,510868,F,London Region,A Level or Equivalent,30-40%,35-55,0,90,N,Withdrawn,-29.0,5,1,4,5.0,1,55.0,0,1,1
BBB,2013J,511678,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-92.0,2050,31,28,66.12903225806451,1,56.0,0,1,0
BBB,2013J,512417,F,Scotland,A Level or Equivalent,10-20,0-35,1,60,N,Pass,-71.0,211,16,13,13.1875,1,82.0,0,1,0
BBB,2013J,512581,F,Scotland,Lower Than A Level,60-70%,0-35,1,60,N,Fail,-85.0,1133,31,21,36.54838709677419,1,70.0,0,1,1
BBB,2013J,512775,F,Scotland,HE Qualification,0-10%,35-55,0,90,N,Pass,-46.0,20,3,9,6.666666666666667,1,77.0,0,1,0
BBB,2013J,512839,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,150,N,Fail,-75.0,93,7,18,13.285714285714286,1,79.0,1,1,1
BBB,2013J,512883,F,Wales,Lower Than A Level,20-30%,0-35,2,60,N,Withdrawn,-36.0,16,3,4,5.333333333333333,0,,0,0,1
BBB,2013J,512940,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-46.0,63,9,8,7.0,1,93.0,0,1,0
BBB,2013J,512977,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-42.0,8,2,4,4.0,1,64.0,0,1,0
BBB,2013J,513076,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,Y,Fail,-127.0,44,6,9,7.333333333333333,1,48.0,0,1,1
BBB,2013J,513836,F,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,-150.0,136,10,29,13.6,1,70.0,0,1,1
BBB,2013J,514043,F,London Region,A Level or Equivalent,60-70%,35-55,1,60,N,Pass,-81.0,28,3,7,9.333333333333334,1,65.0,1,1,0
BBB,2013J,514074,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,-25.0,106,11,12,9.636363636363637,1,44.0,0,1,1
BBB,2013J,514302,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-101.0,145,13,23,11.153846153846153,1,77.0,0,1,0
BBB,2013J,514445,F,Wales,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-83.0,72,5,12,14.4,1,75.0,0,1,0
BBB,2013J,514776,F,Scotland,Lower Than A Level,40-50%,0-35,2,60,Y,Fail,-72.0,71,6,15,11.833333333333334,1,50.0,1,1,1
BBB,2013J,514864,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-28.0,184,16,11,11.5,1,67.0,0,1,0
BBB,2013J,515203,F,Wales,Lower Than A Level,80-90%,0-35,0,180,N,Fail,-44.0,27,2,14,13.5,1,75.0,1,1,1
BBB,2013J,515417,M,Ireland,HE Qualification,0-10%,35-55,0,180,N,Fail,-191.0,0,0,0,0.0,0,,0,0,1
BBB,2013J,515646,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-32.0,81,9,18,9.0,1,65.0,1,1,0
BBB,2013J,515676,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-43.0,15,2,2,7.5,1,65.0,0,1,0
BBB,2013J,516364,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,-114.0,42,3,10,14.0,1,84.0,0,1,1
BBB,2013J,516926,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,Y,Fail,-32.0,34,10,9,3.4,1,72.0,0,1,1
BBB,2013J,517000,F,North Western Region,A Level or Equivalent,10-20,35-55,2,60,N,Distinction,-42.0,729,26,19,28.03846153846154,1,82.0,0,1,0
BBB,2013J,517016,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Fail,-145.0,15,2,2,7.5,0,,0,0,1
BBB,2013J,517231,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-65.0,1505,31,43,48.54838709677419,1,93.0,0,1,0
BBB,2013J,517352,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-80.0,89,7,5,12.714285714285714,1,78.0,0,1,0
BBB,2013J,517553,F,Wales,Lower Than A Level,80-90%,0-35,1,60,N,Withdrawn,-162.0,43,3,6,14.333333333333334,0,,0,0,1
BBB,2013J,518126,F,West Midlands Region,A Level or Equivalent,10-20,0-35,1,120,N,Pass,-46.0,35,5,14,7.0,1,53.0,0,1,0
BBB,2013J,518223,M,East Anglian Region,Lower Than A Level,10-20,0-35,1,60,Y,Pass,-156.0,98,18,13,5.444444444444445,1,64.0,0,1,0
BBB,2013J,518258,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,-59.0,370,17,18,21.764705882352942,1,67.0,0,1,0
BBB,2013J,518496,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,Y,Pass,-115.0,101,8,21,12.625,1,87.0,0,1,0
BBB,2013J,519294,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-67.0,112,7,9,16.0,1,62.0,1,1,0
BBB,2013J,519584,F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-74.0,218,22,22,9.909090909090908,1,89.0,0,1,0
BBB,2013J,519622,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,1,180,Y,Fail,-117.0,61,7,5,8.714285714285714,0,,0,0,1
BBB,2013J,520002,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass,-143.0,812,24,30,33.833333333333336,1,58.0,0,1,0
BBB,2013J,520006,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,-130.0,14,3,3,4.666666666666667,1,80.0,0,1,0
BBB,2013J,520024,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-106.0,61,5,9,12.2,1,80.0,1,1,1
BBB,2013J,520100,F,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,-80.0,9,2,5,4.5,1,67.0,0,1,1
BBB,2013J,520286,F,Wales,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,-59.0,44,12,9,3.6666666666666665,1,86.0,0,1,0
BBB,2013J,520325,F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-120.0,108,9,15,12.0,1,82.0,0,1,1
BBB,2013J,521341,F,South Region,HE Qualification,90-100%,35-55,0,120,Y,Pass,-35.0,275,18,20,15.277777777777779,1,64.0,0,1,0
BBB,2013J,521509,F,South West Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-16.0,41,4,9,10.25,1,61.0,0,1,0
BBB,2013J,521590,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-51.0,380,19,15,20.0,1,83.0,0,1,0
BBB,2013J,521666,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,1,120,N,Fail,-57.0,0,0,0,0.0,0,,0,0,1
BBB,2013J,521895,F,North Region,A Level or Equivalent,,0-35,0,120,N,Pass,-52.0,3,2,1,1.5,0,,0,0,0
BBB,2013J,521957,F,Ireland,Lower Than A Level,70-80%,0-35,2,120,N,Withdrawn,-31.0,29,5,10,5.8,1,52.0,0,1,1
BBB,2013J,522426,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Pass,-24.0,261,13,23,20.076923076923077,1,73.0,0,1,0
BBB,2013J,522434,M,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-24.0,197,18,18,10.944444444444445,1,67.0,0,1,0
BBB,2013J,522441,M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-24.0,85,5,19,17.0,1,75.0,0,1,0
BBB,2013J,522443,F,Scotland,A Level or Equivalent,40-50%,35-55,0,120,N,Fail,-24.0,208,13,25,16.0,1,77.0,0,1,1
BBB,2013J,522446,F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-24.0,1088,24,47,45.333333333333336,1,70.0,0,1,0
BBB,2013J,522529,F,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-24.0,316,25,24,12.64,1,83.0,0,1,0
BBB,2013J,522622,F,Wales,Lower Than A Level,10-20,0-35,1,120,N,Pass,-36.0,0,0,0,0.0,1,60.0,0,1,0
BBB,2013J,522714,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-44.0,198,24,19,8.25,1,75.0,0,1,0
BBB,2013J,522792,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-117.0,355,16,41,22.1875,1,87.0,0,1,0
BBB,2013J,522889,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-67.0,65,5,13,13.0,1,80.0,0,1,1
BBB,2013J,522891,F,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-38.0,163,14,22,11.642857142857142,1,85.0,0,1,0
BBB,2013J,522894,F,Scotland,HE Qualification,30-40%,35-55,0,120,N,Pass,-67.0,335,19,36,17.63157894736842,1,90.0,0,1,0
BBB,2013J,522899,F,Scotland,HE Qualification,50-60%,35-55,0,120,N,Fail,-67.0,333,13,38,25.615384615384617,1,90.0,0,1,1
BBB,2013J,523331,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,-17.0,7,1,4,7.0,0,,0,0,1
BBB,2013J,523398,F,South Region,A Level or Equivalent,60-70%,0-35,1,60,N,Fail,-58.0,0,0,0,0.0,0,,0,0,1
BBB,2013J,523466,F,Wales,A Level or Equivalent,0-10%,0-35,0,180,N,Pass,-36.0,91,11,16,8.272727272727273,1,74.0,0,1,0
BBB,2013J,523545,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass,-107.0,48,4,13,12.0,1,75.0,0,1,0
BBB,2013J,523655,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-29.0,16,2,8,8.0,0,,0,0,0
BBB,2013J,523757,F,North Western Region,Lower Than A Level,0-10%,35-55,1,60,N,Fail,-87.0,32,9,9,3.5555555555555554,1,48.0,1,1,1
BBB,2013J,523857,F,West Midlands Region,HE Qualification,20-30%,0-35,0,120,Y,Pass,-100.0,123,10,18,12.3,1,72.0,0,1,0
BBB,2013J,523875,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,-74.0,1054,23,16,45.82608695652174,1,80.0,0,1,0
BBB,2013J,523928,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-92.0,212,10,12,21.2,1,70.0,0,1,0
BBB,2013J,524076,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-29.0,19,1,6,19.0,1,60.0,0,1,1
BBB,2013J,524496,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,1,60,N,Fail,-196.0,111,5,17,22.2,0,,0,0,1
BBB,2013J,524790,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,-22.0,518,28,26,18.5,1,89.0,0,1,0
BBB,2013J,525877,F,Scotland,Lower Than A Level,0-10%,0-35,2,60,Y,Withdrawn,-30.0,84,6,20,14.0,1,50.0,0,1,1
BBB,2013J,525885,F,South East Region,HE Qualification,40-50%,0-35,1,60,N,Fail,-46.0,52,5,8,10.4,1,79.0,0,1,1
BBB,2013J,525974,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Distinction,-38.0,535,26,15,20.576923076923077,1,75.0,0,1,0
BBB,2013J,526088,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-57.0,36,4,10,9.0,1,59.0,0,1,1
BBB,2013J,526177,F,Scotland,Lower Than A Level,40-50%,0-35,0,75,N,Pass,-49.0,28,6,6,4.666666666666667,1,84.0,0,1,0
BBB,2013J,526810,F,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-67.0,251,13,15,19.307692307692307,1,85.0,0,1,1
BBB,2013J,527393,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-22.0,213,16,23,13.3125,1,81.0,0,1,0
BBB,2013J,527580,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-128.0,118,7,13,16.857142857142858,1,78.0,0,1,0
BBB,2013J,527636,F,Wales,A Level or Equivalent,0-10%,0-35,1,120,N,Fail,-46.0,219,15,17,14.6,1,60.0,0,1,1
BBB,2013J,527799,M,London Region,A Level or Equivalent,10-20,35-55,1,60,N,Fail,-88.0,161,13,21,12.384615384615385,1,53.0,1,1,1
BBB,2013J,528056,F,South West Region,A Level or Equivalent,30-40%,0-35,1,60,N,Fail,-99.0,43,2,8,21.5,1,75.0,0,1,1
BBB,2013J,528464,F,South East Region,A Level or Equivalent,90-100%,0-35,2,60,N,Pass,-16.0,3,1,2,3.0,1,49.0,0,1,0
BBB,2013J,529000,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,Y,Fail,-28.0,2,1,1,2.0,0,,0,0,1
BBB,2013J,529597,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,Y,Fail,-28.0,12,2,2,6.0,1,55.0,0,1,1
BBB,2013J,529795,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Fail,-25.0,29,2,13,14.5,1,79.0,0,1,1
BBB,2013J,530021,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-132.0,44,5,9,8.8,1,61.0,1,1,1
BBB,2013J,530112,F,Scotland,Lower Than A Level,40-50%,0-35,1,60,N,Fail,-25.0,2,1,1,2.0,0,,0,0,1
BBB,2013J,530487,F,London Region,HE Qualification,40-50%,0-35,0,60,N,Pass,-30.0,372,25,20,14.88,1,83.0,0,1,0
BBB,2013J,530514,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass,-31.0,22,1,7,22.0,1,77.0,0,1,0
BBB,2013J,530753,F,Ireland,Lower Than A Level,0-10%,0-35,0,60,Y,Fail,-22.0,130,16,19,8.125,1,70.0,0,1,1
BBB,2013J,530841,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-43.0,519,20,17,25.95,1,68.0,0,1,0
BBB,2013J,531384,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-30.0,1711,31,25,55.193548387096776,1,80.0,0,1,0
BBB,2013J,531643,F,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction,-102.0,676,31,13,21.806451612903224,1,91.0,0,1,0
